server_id	user_id	asset_id	asset_name	total_count
2006402	5819918	111110105	(未知道具-111110105)	5
2006402	5819918	11111156	60分钟训练加速	25
2006402	5819918	11112498	漫游骰子-2025复活节进度活动	20
2006402	5819918	11114330	高级资源自选宝箱10w	50
2006402	6151450	111110105	(未知道具-111110105)	1
2006402	6151450	11111105	60分钟加速	2
2006402	6151450	11112127	聚能环-科技节2024活动BP道具	18
2006402	6151450	11112498	漫游骰子-2025复活节进度活动	6
2006402	6151450	11116007	英雄经验-50000	1
2006402	6346507	111110105	(未知道具-111110105)	1
2006402	6346507	11111105	60分钟加速	4
2006402	6346507	11112127	聚能环-科技节2024活动BP道具	42
2006402	6346507	11112498	漫游骰子-2025复活节进度活动	15
2006402	6346507	11114315	随机资源宝箱	63
2006402	6346507	11116004	英雄经验-5000	44
2006402	6346507	11116005	英雄经验-10000	22
2006402	6346507	11116007	英雄经验-50000	3
2006402	8024718	111110105	(未知道具-111110105)	1
2006402	8024718	11111105	60分钟加速	4
2006402	8024718	11112127	聚能环-科技节2024活动BP道具	42
2006402	8024718	11112498	漫游骰子-2025复活节进度活动	15
2006402	8024718	11112938	(未知道具-11112938)	1
2006402	8024718	11114315	随机资源宝箱	63
2006402	8024718	11116004	英雄经验-5000	44
2006402	8024718	11116005	英雄经验-10000	22
2006402	8024718	11116007	英雄经验-50000	3
2006402	8209485	11112938	(未知道具-11112938)	7
2006502	205705379	11112938	(未知道具-11112938)	19
2006502	2935417	11112938	(未知道具-11112938)	1
2006502	3005757	11112938	(未知道具-11112938)	7
2006502	3046456	11112938	(未知道具-11112938)	7
2006502	3074364	111110105	(未知道具-111110105)	5
2006502	3074364	11111156	60分钟训练加速	10
2006502	3074364	11114330	高级资源自选宝箱10w	20
2006502	3111017	11112938	(未知道具-11112938)	7
2006502	4572729	11114315	随机资源宝箱	2
2006502	4572729	11116004	英雄经验-5000	1
2006502	4737177	11112938	(未知道具-11112938)	1
2006502	4792891	11114315	随机资源宝箱	6
2006502	4792891	11116004	英雄经验-5000	10
2006502	4798556	111110105	(未知道具-111110105)	5
2006502	4798556	11111156	60分钟训练加速	15
2006502	4798556	11112938	(未知道具-11112938)	7
2006502	4798556	11114330	高级资源自选宝箱10w	30
2006502	4798556	11118663	猩球成长自选宝箱（价值$2)	2
2006502	4799734	11114315	随机资源宝箱	6
2006502	4799734	11116004	英雄经验-5000	3
2006502	5067374	11112938	(未知道具-11112938)	1
2006502	5257097	11112938	(未知道具-11112938)	1
2006702	4313324	11112938	(未知道具-11112938)	7
2006702	4338398	11112938	(未知道具-11112938)	1
2006702	4351313	11112938	(未知道具-11112938)	7
2006702	6921698	11111105	60分钟加速	1
2006702	6921698	11112127	聚能环-科技节2024活动BP道具	10
2006702	6921698	11112498	漫游骰子-2025复活节进度活动	4
2006702	6921698	11114315	随机资源宝箱	36
2006702	6921698	11116004	英雄经验-5000	44
2006702	6921698	11116007	英雄经验-50000	1
2006702	7278318	11114315	随机资源宝箱	3
2006702	7278318	11116005	英雄经验-10000	2
2006702	7335427	11114315	随机资源宝箱	2
2006702	7335427	11116004	英雄经验-5000	2
2006702	7351210	111110105	(未知道具-111110105)	1
2006702	7351210	11111105	60分钟加速	2
2006702	7351210	11112127	聚能环-科技节2024活动BP道具	18
2006702	7351210	11112498	漫游骰子-2025复活节进度活动	6
2006702	7351210	11116007	英雄经验-50000	1
2006702	7353423	11112938	(未知道具-11112938)	7
2006702	8381611	11112938	(未知道具-11112938)	1
2006702	8387394	11114315	随机资源宝箱	4
2006702	8387394	11116004	英雄经验-5000	8
2006702	84741291	11114315	随机资源宝箱	4
2006702	84741291	11116004	英雄经验-5000	2
2006702	8582951	11111156	60分钟训练加速	15
2006702	8582951	11112498	漫游骰子-2025复活节进度活动	20
2006702	8582951	11114330	高级资源自选宝箱10w	30
2007202	18392776	11112938	(未知道具-11112938)	7
2007202	23860970	11112938	(未知道具-11112938)	7
2007202	266079	11114315	随机资源宝箱	2
2007202	266079	11116004	英雄经验-5000	1
2007202	298627	111110000	(未知道具-111110000)	2
2007202	298627	111110105	(未知道具-111110105)	10
2007202	298627	11111105	60分钟加速	24
2007202	298627	11116304	万能奖牌-传说	5
2007202	298627	11118663	猩球成长自选宝箱（价值$2)	5
2007202	38506055	11114315	随机资源宝箱	16
2007202	38506055	11116004	英雄经验-5000	11
2007202	4657658	11114315	随机资源宝箱	12
2007202	4657658	11116004	英雄经验-5000	7
2007202	5149995	111110105	(未知道具-111110105)	10
2007202	5149995	11111156	60分钟训练加速	20
2007202	5149995	11114330	高级资源自选宝箱10w	40
2007202	52241125	11114315	随机资源宝箱	4
2007202	52241125	11116004	英雄经验-5000	2
2007202	674131	111110105	(未知道具-111110105)	1
2007202	674131	11111105	60分钟加速	2
2007202	674131	11112127	聚能环-科技节2024活动BP道具	18
2007202	674131	11112498	漫游骰子-2025复活节进度活动	6
2007202	674131	11116007	英雄经验-50000	1
2007202	68876473	11112938	(未知道具-11112938)	7
2007202	7150983	11112938	(未知道具-11112938)	7
2007202	7170341	11114315	随机资源宝箱	2
2007202	7170341	11116004	英雄经验-5000	1
2007202	7574641	11114315	随机资源宝箱	4
2007202	7574641	11116004	英雄经验-5000	2
2007202	7792702	11114315	随机资源宝箱	4
2007202	7792702	11116004	英雄经验-5000	2
2007202	7971221	11114315	随机资源宝箱	10
2007202	7971221	11116004	英雄经验-5000	5
2007202	7989837	111110105	(未知道具-111110105)	1
2007202	7989837	11111105	60分钟加速	4
2007202	7989837	11112127	聚能环-科技节2024活动BP道具	42
2007202	7989837	11112498	漫游骰子-2025复活节进度活动	15
2007202	7989837	11114315	随机资源宝箱	63
2007202	7989837	11116004	英雄经验-5000	44
2007202	7989837	11116005	英雄经验-10000	22
2007202	7989837	11116007	英雄经验-50000	3
2007202	8087341	11111156	60分钟训练加速	15
2007202	8087341	11112498	漫游骰子-2025复活节进度活动	20
2007202	8087341	11114330	高级资源自选宝箱10w	30
2007202	8092342	11114315	随机资源宝箱	4
2007202	8092342	11116004	英雄经验-5000	2
2007202	8092439	11111105	60分钟加速	1
2007202	8092439	11111156	60分钟训练加速	15
2007202	8092439	11112127	聚能环-科技节2024活动BP道具	10
2007202	8092439	11112498	漫游骰子-2025复活节进度活动	24
2007202	8092439	11114315	随机资源宝箱	20
2007202	8092439	11114330	高级资源自选宝箱10w	30
2007202	8092439	11116004	英雄经验-5000	16
2007202	8092439	11116007	英雄经验-50000	1
2007202	84861725	11114315	随机资源宝箱	4
2007202	84861725	11116004	英雄经验-5000	2
2007202	8523108	11111156	60分钟训练加速	15
2007202	8523108	11112498	漫游骰子-2025复活节进度活动	20
2007202	8523108	11114330	高级资源自选宝箱10w	30
2007202	8638085	11112938	(未知道具-11112938)	1
2007202	9248106	11112938	(未知道具-11112938)	1
2008502	17117894	11112938	(未知道具-11112938)	1
2008502	5003839	11111105	60分钟加速	1
2008502	5003839	11112127	聚能环-科技节2024活动BP道具	10
2008502	5003839	11112498	漫游骰子-2025复活节进度活动	4
2008502	5003839	11112938	(未知道具-11112938)	1
2008502	5003839	11114315	随机资源宝箱	24
2008502	5003839	11116004	英雄经验-5000	22
2008502	5003839	11116007	英雄经验-50000	1
2008502	5005365	11112938	(未知道具-11112938)	7
2008502	5781580	11114315	随机资源宝箱	2
2008502	5781580	11116004	英雄经验-5000	1
2008502	5857212	11114315	随机资源宝箱	2
2008502	5857212	11116004	英雄经验-5000	1
2008502	6004017	11114315	随机资源宝箱	2
2008502	6004017	11116004	英雄经验-5000	1
2008502	6010900	11111105	60分钟加速	1
2008502	6010900	11112127	聚能环-科技节2024活动BP道具	10
2008502	6010900	11112498	漫游骰子-2025复活节进度活动	4
2008502	6010900	11112938	(未知道具-11112938)	1
2008502	6010900	11114315	随机资源宝箱	24
2008502	6010900	11116004	英雄经验-5000	22
2008502	6010900	11116007	英雄经验-50000	1
2008502	6049257	111110105	(未知道具-111110105)	1
2008502	6049257	11111105	60分钟加速	4
2008502	6049257	11112127	聚能环-科技节2024活动BP道具	42
2008502	6049257	11112498	漫游骰子-2025复活节进度活动	15
2008502	6049257	11114315	随机资源宝箱	63
2008502	6049257	11116004	英雄经验-5000	44
2008502	6049257	11116005	英雄经验-10000	22
2008502	6049257	11116007	英雄经验-50000	3
2008502	6064392	11114315	随机资源宝箱	2
2008502	6064392	11116004	英雄经验-5000	1
2008502	6405540	11114315	随机资源宝箱	2
2008502	6405540	11116004	英雄经验-5000	1
2008502	6439401	11112938	(未知道具-11112938)	1
2008502	6461988	11112938	(未知道具-11112938)	7
2008502	6482740	11112938	(未知道具-11112938)	6
2008502	7210397	11114315	随机资源宝箱	2
2008502	7210397	11116004	英雄经验-5000	3
2008502	7214009	11114315	随机资源宝箱	2
2008502	7214009	11116004	英雄经验-5000	1
2008502	7411907	11112938	(未知道具-11112938)	1
2008502	8701674	11112938	(未知道具-11112938)	1
2010102	219823508	11114315	随机资源宝箱	14
2010102	219823508	11116004	英雄经验-5000	9
2010102	24119021	11114315	随机资源宝箱	2
2010102	24119021	11116004	英雄经验-5000	1
2010102	6905462	111110105	(未知道具-111110105)	5
2010102	6905462	11111156	60分钟训练加速	10
2010102	6905462	11114330	高级资源自选宝箱10w	20
2010102	6950897	11112938	(未知道具-11112938)	7
2010102	6986645	11112938	(未知道具-11112938)	1
2010102	7012164	11112938	(未知道具-11112938)	19
2010102	7656308	11112938	(未知道具-11112938)	7
2010102	7673568	11112938	(未知道具-11112938)	1
2010102	7686740	11112938	(未知道具-11112938)	1
2010102	8444885	11111105	60分钟加速	2
2010102	8444885	11112127	聚能环-科技节2024活动BP道具	24
2010102	8444885	11112498	漫游骰子-2025复活节进度活动	9
2010102	8444885	11114315	随机资源宝箱	63
2010102	8444885	11116004	英雄经验-5000	44
2010102	8444885	11116005	英雄经验-10000	22
2010102	8444885	11116007	英雄经验-50000	2
2010102	9474837	11112938	(未知道具-11112938)	7
2010102	9484209	11112938	(未知道具-11112938)	1
2010102	9505803	11111156	60分钟训练加速	5
2010102	9505803	11114330	高级资源自选宝箱10w	10
2010102	9505803	11118663	猩球成长自选宝箱（价值$2)	2
2010102	9530254	111110105	(未知道具-111110105)	5
2010102	9530254	11111156	60分钟训练加速	15
2010102	9530254	11112938	(未知道具-11112938)	1
2010102	9530254	11114330	高级资源自选宝箱10w	30
2010102	9530254	11118663	猩球成长自选宝箱（价值$2)	2
2010102	9555966	11111105	60分钟加速	1
2010102	9555966	11112127	聚能环-科技节2024活动BP道具	14
2010102	9555966	11112498	漫游骰子-2025复活节进度活动	5
2010102	9555966	11114315	随机资源宝箱	11
2010102	9555966	11116004	英雄经验-5000	16
2010102	9555966	11116005	英雄经验-10000	2
2010102	9555966	11116007	英雄经验-50000	1
2010108	212667590	11117301	合成挖矿-时光药水-1小时	2
2010108	212667590	11141015	(未知道具-11141015)	2500
2010108	212914207	11117301	合成挖矿-时光药水-1小时	4
2010108	212914207	11141015	(未知道具-11141015)	6000
2010108	213051120	11117301	合成挖矿-时光药水-1小时	1
2010108	213051120	11141015	(未知道具-11141015)	1000
2010108	213056175	11117301	合成挖矿-时光药水-1小时	3
2010108	213056175	11141015	(未知道具-11141015)	5000
2010108	213075067	11117301	合成挖矿-时光药水-1小时	7
2010108	213075067	11141015	(未知道具-11141015)	10000
2010108	213148153	11117301	合成挖矿-时光药水-1小时	1
2010108	213148153	11141015	(未知道具-11141015)	1000
2010108	213230005	11117301	合成挖矿-时光药水-1小时	3
2010108	213230005	11141015	(未知道具-11141015)	5000
2010108	213249422	11117301	合成挖矿-时光药水-1小时	3
2010108	213249422	11141015	(未知道具-11141015)	5000
2010108	213289164	11117301	合成挖矿-时光药水-1小时	6
2010108	213289164	11141015	(未知道具-11141015)	10000
2010108	213353501	11117301	合成挖矿-时光药水-1小时	5
2010108	213353501	11141015	(未知道具-11141015)	7500
2010108	213353907	11117301	合成挖矿-时光药水-1小时	3
2010108	213353907	11141015	(未知道具-11141015)	5000
2010108	213356382	11117301	合成挖矿-时光药水-1小时	1
2010108	213356382	11141015	(未知道具-11141015)	1000
2010108	213445284	11117301	合成挖矿-时光药水-1小时	3
2010108	213445284	11141015	(未知道具-11141015)	5000
2010108	213565997	11117301	合成挖矿-时光药水-1小时	5
2010108	213565997	11141015	(未知道具-11141015)	7000
2010108	213634982	11117301	合成挖矿-时光药水-1小时	3
2010108	213634982	11141015	(未知道具-11141015)	5000
2010108	213654411	11117301	合成挖矿-时光药水-1小时	6
2010108	213654411	11141015	(未知道具-11141015)	10000
2010108	213699007	11117301	合成挖矿-时光药水-1小时	10
2010108	213699007	11141015	(未知道具-11141015)	16000
2010108	213751985	11117301	合成挖矿-时光药水-1小时	4
2010108	213751985	11141015	(未知道具-11141015)	6000
2010108	213754573	11117301	合成挖矿-时光药水-1小时	6
2010108	213754573	11141015	(未知道具-11141015)	10000
2010108	213759320	11117301	合成挖矿-时光药水-1小时	12
2010108	213759320	11141015	(未知道具-11141015)	20000
2010108	213863582	11117301	合成挖矿-时光药水-1小时	1
2010108	213863582	11141015	(未知道具-11141015)	1000
2010108	213910555	11117301	合成挖矿-时光药水-1小时	3
2010108	213910555	11141015	(未知道具-11141015)	5000
2010108	213911995	11117301	合成挖矿-时光药水-1小时	1
2010108	213911995	11141015	(未知道具-11141015)	2500
2010108	213921798	11117301	合成挖矿-时光药水-1小时	2
2010108	213921798	11141015	(未知道具-11141015)	2500
2010108	213966902	11117301	合成挖矿-时光药水-1小时	6
2010108	213966902	11141015	(未知道具-11141015)	10000
2010108	214031116	11117301	合成挖矿-时光药水-1小时	3
2010108	214031116	11141015	(未知道具-11141015)	5000
2010108	214058163	11117301	合成挖矿-时光药水-1小时	3
2010108	214058163	11141015	(未知道具-11141015)	5000
2010108	214062127	11117301	合成挖矿-时光药水-1小时	5
2010108	214062127	11141015	(未知道具-11141015)	7500
2010108	214070581	11117301	合成挖矿-时光药水-1小时	9
2010108	214070581	11141015	(未知道具-11141015)	13500
2010108	214084668	11117301	合成挖矿-时光药水-1小时	5
2010108	214084668	11141015	(未知道具-11141015)	7500
2010108	214160314	11117301	合成挖矿-时光药水-1小时	2
2010108	214160314	11141015	(未知道具-11141015)	2500
2010108	214187226	11117301	合成挖矿-时光药水-1小时	4
2010108	214187226	11141015	(未知道具-11141015)	5000
2010108	214217950	11117301	合成挖矿-时光药水-1小时	1
2010108	214217950	11141015	(未知道具-11141015)	1000
2010108	214235447	11117301	合成挖矿-时光药水-1小时	3
2010108	214235447	11141015	(未知道具-11141015)	3500
2010108	214374999	11117301	合成挖矿-时光药水-1小时	3
2010108	214374999	11141015	(未知道具-11141015)	5000
2010108	214517311	11117301	合成挖矿-时光药水-1小时	2
2010108	214517311	11141015	(未知道具-11141015)	2500
2010108	214769335	11117301	合成挖矿-时光药水-1小时	3
2010108	214769335	11141015	(未知道具-11141015)	5000
2010108	214951138	11117301	合成挖矿-时光药水-1小时	1
2010108	214951138	11141015	(未知道具-11141015)	1000
2010108	215190739	11117301	合成挖矿-时光药水-1小时	2
2010108	215190739	11141015	(未知道具-11141015)	2500
2010108	215212281	11117301	合成挖矿-时光药水-1小时	2
2010108	215212281	11141015	(未知道具-11141015)	2500
2010108	215213554	11117301	合成挖矿-时光药水-1小时	1
2010108	215213554	11141015	(未知道具-11141015)	2500
2010108	215520292	11117301	合成挖矿-时光药水-1小时	2
2010108	215520292	11141015	(未知道具-11141015)	2500
2010108	215974371	111110105	(未知道具-111110105)	10
2010108	215974371	11111156	60分钟训练加速	20
2010108	215974371	11112938	(未知道具-11112938)	1
2010108	215974371	11114330	高级资源自选宝箱10w	40
2010108	216035003	11117301	合成挖矿-时光药水-1小时	1
2010108	216035003	11141015	(未知道具-11141015)	1000
2010108	216108776	11117301	合成挖矿-时光药水-1小时	2
2010108	216108776	11141015	(未知道具-11141015)	2500
2010108	216595247	11117301	合成挖矿-时光药水-1小时	6
2010108	216595247	11141015	(未知道具-11141015)	10000
2010108	218751534	11117301	合成挖矿-时光药水-1小时	1
2010108	218751534	11141015	(未知道具-11141015)	1000
2010108	218780708	11117301	合成挖矿-时光药水-1小时	3
2010108	218780708	11141015	(未知道具-11141015)	5000
2010108	220800523	11117301	合成挖矿-时光药水-1小时	9
2010108	220800523	11141015	(未知道具-11141015)	15000
2010108	221407862	11117301	合成挖矿-时光药水-1小时	1
2010108	221407862	11141015	(未知道具-11141015)	1000
2010302	6634097	11112938	(未知道具-11112938)	7
2010302	6687549	11112938	(未知道具-11112938)	1
2010302	6693329	11112938	(未知道具-11112938)	1
2010302	6696146	111110105	(未知道具-111110105)	5
2010302	6696146	11111156	60分钟训练加速	15
2010302	6696146	11112938	(未知道具-11112938)	1
2010302	6696146	11114330	高级资源自选宝箱10w	30
2010302	6696146	11118663	猩球成长自选宝箱（价值$2)	2
2010302	7535266	11112938	(未知道具-11112938)	1
2010302	8764912	11112938	(未知道具-11112938)	7
2010302	9146798	11112938	(未知道具-11112938)	7
2010302	9171361	11114315	随机资源宝箱	4
2010302	9171361	11116004	英雄经验-5000	7
2010302	9199957	11111105	60分钟加速	2
2010302	9199957	11112127	聚能环-科技节2024活动BP道具	24
2010302	9199957	11112498	漫游骰子-2025复活节进度活动	9
2010302	9199957	11114315	随机资源宝箱	63
2010302	9199957	11116004	英雄经验-5000	44
2010302	9199957	11116005	英雄经验-10000	22
2010302	9199957	11116007	英雄经验-50000	2
2010302	9203605	11112938	(未知道具-11112938)	7
2010302	9257195	11114315	随机资源宝箱	4
2010302	9257195	11116004	英雄经验-5000	4
2010302	9262540	11112938	(未知道具-11112938)	1
2010302	9339576	11112938	(未知道具-11112938)	7
2012102	10573384	11112938	(未知道具-11112938)	7
2012102	10624162	11112938	(未知道具-11112938)	7
2012102	13553645	11112938	(未知道具-11112938)	7
2012102	49602808	11112938	(未知道具-11112938)	1
2012102	6214856	11114315	随机资源宝箱	6
2012102	6214856	11116004	英雄经验-5000	3
2012102	6220244	11112938	(未知道具-11112938)	1
2012102	6232160	11112938	(未知道具-11112938)	7
2012102	6242301	11112938	(未知道具-11112938)	1
2012102	6277682	11114315	随机资源宝箱	4
2012102	6277682	11116004	英雄经验-5000	2
2012102	6561279	11112938	(未知道具-11112938)	1
2012102	6573266	11112938	(未知道具-11112938)	1
2012102	6588537	11111105	60分钟加速	1
2012102	6588537	11112127	聚能环-科技节2024活动BP道具	10
2012102	6588537	11112498	漫游骰子-2025复活节进度活动	4
2012102	6588537	11114315	随机资源宝箱	24
2012102	6588537	11116004	英雄经验-5000	22
2012102	6588537	11116007	英雄经验-50000	1
2012102	8737384	11114315	随机资源宝箱	2
2012102	8737384	11116004	英雄经验-5000	1
2012102	8745728	111110105	(未知道具-111110105)	20
2012102	8745728	11119797	成长线宝箱自选2	10
2012102	9434563	111110105	(未知道具-111110105)	1
2012102	9434563	11111105	60分钟加速	4
2012102	9434563	11112127	聚能环-科技节2024活动BP道具	42
2012102	9434563	11112498	漫游骰子-2025复活节进度活动	15
2012102	9434563	11114315	随机资源宝箱	63
2012102	9434563	11116004	英雄经验-5000	44
2012102	9434563	11116005	英雄经验-10000	22
2012102	9434563	11116007	英雄经验-50000	3
2012102	9685764	11112938	(未知道具-11112938)	1
2012102	9685764	11114315	随机资源宝箱	4
2012102	9685764	11116004	英雄经验-5000	2
2012102	9898102	111110105	(未知道具-111110105)	1
2012102	9898102	11111105	60分钟加速	4
2012102	9898102	11112127	聚能环-科技节2024活动BP道具	42
2012102	9898102	11112498	漫游骰子-2025复活节进度活动	15
2012102	9898102	11114315	随机资源宝箱	51
2012102	9898102	11116004	英雄经验-5000	37
2012102	9898102	11116005	英雄经验-10000	22
2012102	9898102	11116007	英雄经验-50000	3
2012302	1044796	11114315	随机资源宝箱	2
2012302	1044796	11116004	英雄经验-5000	1
2012302	218572591	11112938	(未知道具-11112938)	1
2012302	38747815	11112938	(未知道具-11112938)	1
2012302	7884187	11114315	随机资源宝箱	10
2012302	7884187	11116004	英雄经验-5000	5
2012302	8246039	11112938	(未知道具-11112938)	7
2012302	8252248	11111105	60分钟加速	2
2012302	8252248	11112127	聚能环-科技节2024活动BP道具	24
2012302	8252248	11112498	漫游骰子-2025复活节进度活动	9
2012302	8252248	11114315	随机资源宝箱	63
2012302	8252248	11116004	英雄经验-5000	44
2012302	8252248	11116005	英雄经验-10000	22
2012302	8252248	11116007	英雄经验-50000	2
2012302	8452753	11112938	(未知道具-11112938)	1
2012302	8570345	11114315	随机资源宝箱	4
2012302	8570345	11116004	英雄经验-5000	6
2012302	8823514	11111105	60分钟加速	1
2012302	8823514	11112127	聚能环-科技节2024活动BP道具	10
2012302	8823514	11112498	漫游骰子-2025复活节进度活动	4
2012302	8823514	11114315	随机资源宝箱	20
2012302	8823514	11116004	英雄经验-5000	16
2012302	8823514	11116007	英雄经验-50000	1
2012302	9007932	11112938	(未知道具-11112938)	1
2012302	9011587	11112938	(未知道具-11112938)	1
2012302	9023001	111110105	(未知道具-111110105)	1
2012302	9023001	11111105	60分钟加速	4
2012302	9023001	11112127	聚能环-科技节2024活动BP道具	42
2012302	9023001	11112498	漫游骰子-2025复活节进度活动	15
2012302	9023001	11114315	随机资源宝箱	63
2012302	9023001	11116004	英雄经验-5000	44
2012302	9023001	11116005	英雄经验-10000	22
2012302	9023001	11116007	英雄经验-50000	3
2012302	9023724	11111156	60分钟训练加速	5
2012302	9023724	11114330	高级资源自选宝箱10w	10
2012302	9023724	11118663	猩球成长自选宝箱（价值$2)	2
2012302	9036185	11112938	(未知道具-11112938)	1
2012302	9048498	111110105	(未知道具-111110105)	10
2012302	9048498	11111156	60分钟训练加速	20
2012302	9048498	11114330	高级资源自选宝箱10w	40
2012302	9422188	11112938	(未知道具-11112938)	1
2012302	9796686	11112938	(未知道具-11112938)	1
2012402	16182800	11111105	60分钟加速	1
2012402	16182800	11112127	聚能环-科技节2024活动BP道具	10
2012402	16182800	11112498	漫游骰子-2025复活节进度活动	4
2012402	16182800	11114315	随机资源宝箱	20
2012402	16182800	11116004	英雄经验-5000	16
2012402	16182800	11116007	英雄经验-50000	1
2012402	18378164	11112938	(未知道具-11112938)	7
2012402	205749131	11112938	(未知道具-11112938)	1
2012402	23555254	11112938	(未知道具-11112938)	19
2012402	3813220	11114315	随机资源宝箱	2
2012402	3813220	11116004	英雄经验-5000	1
2012402	5408025	11111105	60分钟加速	1
2012402	5408025	11112127	聚能环-科技节2024活动BP道具	10
2012402	5408025	11112498	漫游骰子-2025复活节进度活动	4
2012402	5408025	11114315	随机资源宝箱	18
2012402	5408025	11116004	英雄经验-5000	13
2012402	5408025	11116007	英雄经验-50000	1
2012402	5467177	11112938	(未知道具-11112938)	19
2012402	5495944	11111105	60分钟加速	2
2012402	5495944	11112127	聚能环-科技节2024活动BP道具	24
2012402	5495944	11112498	漫游骰子-2025复活节进度活动	9
2012402	5495944	11114315	随机资源宝箱	63
2012402	5495944	11116004	英雄经验-5000	44
2012402	5495944	11116005	英雄经验-10000	22
2012402	5495944	11116007	英雄经验-50000	2
2012402	5507909	11112938	(未知道具-11112938)	7
2012402	5546314	11114315	随机资源宝箱	6
2012402	5546314	11116004	英雄经验-5000	3
2012402	5552346	11114315	随机资源宝箱	2
2012402	5552346	11116004	英雄经验-5000	1
2012402	5619742	11114315	随机资源宝箱	12
2012402	5619742	11116004	英雄经验-5000	7
2012402	5638776	11111105	60分钟加速	2
2012402	5638776	11112127	聚能环-科技节2024活动BP道具	24
2012402	5638776	11112498	漫游骰子-2025复活节进度活动	9
2012402	5638776	11114315	随机资源宝箱	63
2012402	5638776	11116004	英雄经验-5000	44
2012402	5638776	11116005	英雄经验-10000	22
2012402	5638776	11116007	英雄经验-50000	2
2012402	6714043	11114315	随机资源宝箱	6
2012402	6714043	11116004	英雄经验-5000	3
2012402	6921102	11111105	60分钟加速	1
2012402	6921102	11112127	聚能环-科技节2024活动BP道具	10
2012402	6921102	11112498	漫游骰子-2025复活节进度活动	4
2012402	6921102	11114315	随机资源宝箱	18
2012402	6921102	11116004	英雄经验-5000	13
2012402	6921102	11116007	英雄经验-50000	1
2012402	7669961	111110105	(未知道具-111110105)	1
2012402	7669961	11111105	60分钟加速	4
2012402	7669961	11112127	聚能环-科技节2024活动BP道具	42
2012402	7669961	11112498	漫游骰子-2025复活节进度活动	15
2012402	7669961	11112938	(未知道具-11112938)	7
2012402	7669961	11114315	随机资源宝箱	63
2012402	7669961	11116004	英雄经验-5000	44
2012402	7669961	11116005	英雄经验-10000	22
2012402	7669961	11116007	英雄经验-50000	3
2012402	8963465	11112938	(未知道具-11112938)	7
2012402	9110507	11112938	(未知道具-11112938)	1
2012402	9124803	111110105	(未知道具-111110105)	5
2012402	9124803	11111156	60分钟训练加速	25
2012402	9124803	11112498	漫游骰子-2025复活节进度活动	20
2012402	9124803	11114330	高级资源自选宝箱10w	50
2012402	9182742	11112938	(未知道具-11112938)	1
2012402	9546316	11114315	随机资源宝箱	2
